City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Nabire,ID,-3.3667,135.4833,77.04,85,91,2.77,overcast clouds
348,Padang,ID,-0.9492,100.3543,77.56,87,99,4.32,overcast clouds
349,Malpe,IN,13.35,74.7167,81.7,86,31,3.24,scattered clouds
350,Kenora,CA,49.8167,-94.4337,49.17,27,100,11.5,overcast clouds
351,Anadyr,RU,64.75,177.4833,30.7,80,0,4.47,clear sky
352,Cheney,US,47.4874,-117.5758,57.31,43,75,8.05,broken clouds
353,Mahajanga,MG,-15.7167,46.3167,77.85,78,68,10.74,light rain
354,Yulara,AU,-25.2406,130.9889,73.24,40,100,10.36,overcast clouds
355,Ayan,RU,56.45,138.1667,32.7,69,100,11.36,overcast clouds
356,Laguna,US,38.421,-121.4238,73.76,34,0,5.75,clear sky
357,Becerril,CO,9.7041,-73.2793,82.87,81,99,1.95,overcast clouds
358,Yantzaza,EC,-3.8278,-78.7594,68.11,99,100,1.01,light rain
359,Grenaa,DK,56.4158,10.8783,43.02,82,53,11.99,broken clouds
360,Sept-Iles,CA,50.2001,-66.3821,39.06,66,100,11.99,overcast clouds
361,Pontianak,ID,-0.0333,109.3333,76.98,88,20,2.3,few clouds
362,Maryville,US,35.7565,-83.9705,76.28,33,75,8.01,broken clouds
363,Lata,PT,40.1629,-8.3327,59.07,86,42,2.19,scattered clouds
364,Valle De Allende,MX,26.9333,-105.4,88.2,5,0,1.72,clear sky
365,Ratodero,PK,27.803,68.2871,89.01,30,0,7.65,clear sky
366,Coihaique,CL,-45.5752,-72.0662,39.81,70,40,3.44,scattered clouds
367,Santa Cruz De Tenerife,ES,28.4682,-16.2546,66.72,84,40,18.41,scattered clouds
368,Curup,ID,-3.4667,102.5333,67.93,95,99,1.36,overcast clouds
369,San Pedro,PH,14.35,121.0167,83.43,78,20,5.75,few clouds
370,Santa Catarina De Tepehuanes,MX,25.35,-105.7333,81.9,9,1,20.51,clear sky
371,Tessalit,ML,20.1986,1.0114,82.98,10,0,6.6,clear sky
372,Flin Flon,CA,54.7682,-101.865,48.04,49,40,8.05,scattered clouds
373,Velikiy Ustyug,RU,60.7644,46.3106,25,78,19,5.01,few clouds
374,Clive,US,41.603,-93.7241,68.13,55,75,19.57,broken clouds
375,Springfield,US,37.2153,-93.2982,61.9,82,40,12.66,scattered clouds
376,Severnoye,RU,56.3491,78.3619,60.21,60,100,10.8,overcast clouds
377,Uga,NG,5.9358,7.0793,74.84,84,100,1.66,overcast clouds
378,Mount Pleasant,US,32.7941,-79.8626,77.14,49,0,6.91,clear sky
379,Port Blair,IN,11.6667,92.75,78.84,94,40,1.14,mist
380,Rundu,NA,-17.9333,19.7667,69.28,46,61,5.35,broken clouds
381,Skaerbaek,DK,55.1573,8.769,43.92,84,31,9.69,scattered clouds
382,Trabzon,TR,40.9167,39.8333,46.49,100,100,4.61,fog
383,Luena,AO,-11.7833,19.9167,66.16,71,97,2.42,overcast clouds
384,Ulladulla,AU,-35.35,150.4667,65.3,83,1,6.87,clear sky
385,Okhotsk,RU,59.3833,143.3,28.42,70,100,18.63,overcast clouds
386,Nikolayevka,RU,53.1257,47.2041,37.81,84,9,6.76,clear sky
387,Bandar,ID,2.05,99.75,72.5,97,100,2.68,overcast clouds
388,Isiro,CD,2.7739,27.616,64.58,99,100,2.55,overcast clouds
389,Longyearbyen,SJ,78.2186,15.6401,8.44,56,20,21.85,few clouds
390,San Policarpo,PH,12.1791,125.5072,80.46,81,100,8.14,overcast clouds
391,Babushkin,RU,51.7122,105.8647,27.91,75,34,5.59,scattered clouds
392,Codrington,AU,-38.2667,141.9667,63.99,71,87,13.53,overcast clouds
393,Saint Anthony,US,45.0205,-93.218,52.25,59,100,17.27,overcast clouds
394,Aginskoye,RU,51.1,114.53,32.76,72,93,11.61,overcast clouds
395,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,36.19,93,75,4.47,broken clouds
396,Canatlan,MX,24.5167,-104.7833,83.61,7,6,10,clear sky
397,Marrakesh,MA,31.6315,-8.0083,60.87,67,0,12.66,clear sky
398,Hamilton,US,39.1834,-84.5333,63.32,47,0,8.05,clear sky
399,Inta,RU,66.0317,60.1659,23.97,76,26,8.93,scattered clouds
400,Kodumudi,IN,11.0775,77.8836,83.8,72,37,7,scattered clouds
401,Krizevci,HR,46.0219,16.5425,48.29,70,3,6.8,clear sky
402,Saint-Francois,FR,46.4154,3.9054,49.68,87,0,2.3,clear sky
403,Umm Lajj,SA,25.0213,37.2685,83.21,48,0,6.4,clear sky
404,Smithers,CA,54.7804,-127.1743,53.92,28,40,0,scattered clouds
405,Virginia Beach,US,36.8529,-75.978,62.64,39,0,10.36,clear sky
406,Shubarshi,KZ,48.5872,57.1869,57.49,35,5,6.42,clear sky
407,Komsomolskiy,UZ,40.4272,71.7189,63.32,63,97,9.22,overcast clouds
408,Tuensang,IN,26.2833,94.8333,65.71,64,3,3.44,clear sky
409,Bathsheba,BB,13.2167,-59.5167,81.21,83,40,14.97,scattered clouds
410,Mondovi,IT,44.396,7.8176,57.47,52,0,3.06,clear sky
411,Tuatapere,NZ,-46.1333,167.6833,50.67,84,20,4.27,few clouds
412,Kpandae,GH,8.4689,-0.0113,82.62,56,100,1.7,overcast clouds
413,Orangeburg,US,33.4918,-80.8557,77.95,31,0,6.91,clear sky
414,Nyurba,RU,63.2842,118.3319,25.75,93,87,3.62,overcast clouds
415,Hazorasp,UZ,41.3194,61.0742,64.24,57,52,4.68,broken clouds
416,Praia Da Vitoria,PT,38.7333,-27.0667,61.75,100,75,19.3,moderate rain
417,Acari,PE,-15.4311,-74.6158,71.02,74,91,6.58,overcast clouds
418,Altay,CN,47.8667,88.1167,41.92,37,0,8.23,clear sky
419,La Baule-Escoublac,FR,47.2922,-2.364,56.86,91,0,6.91,clear sky
420,Nhulunbuy,AU,-12.2333,136.7667,79.41,89,100,0,overcast clouds
421,Belaya Gora,RU,68.5333,146.4167,10.35,89,86,1.81,overcast clouds
422,Borba,BR,-4.3878,-59.5939,76.26,95,98,2.06,overcast clouds
423,Geraldton,AU,-28.7667,114.6,54.01,87,0,6.91,clear sky
424,Storsteinnes,NO,69.2408,19.2344,27.25,96,100,5.97,light snow
425,Axim,GH,4.8699,-2.2405,77.68,83,100,7.31,overcast clouds
426,Eureka,US,40.8021,-124.1637,60.75,62,27,8.61,scattered clouds
427,Wadena,US,46.4425,-95.1361,51.55,49,100,14.97,overcast clouds
428,Canon City,US,38.441,-105.2424,80.17,12,0,6.91,clear sky
429,Atbasar,KZ,51.8,68.3333,59.11,46,100,6.11,overcast clouds
430,Ucluelet,CA,48.9329,-125.5528,54.09,76,100,1.99,overcast clouds
431,Kupang,ID,-10.1667,123.5833,76.03,87,39,6.33,scattered clouds
432,Kamenka,RU,51.3223,42.7678,43.27,65,88,6.82,overcast clouds
433,Cabedelo,BR,-6.9811,-34.8339,77.67,81,43,12.35,scattered clouds
434,Chicama,PE,-7.8447,-79.1469,63.14,73,77,7.47,broken clouds
435,Brae,GB,60.3964,-1.353,45.46,81,94,3.09,overcast clouds
436,Montepuez,MZ,-13.1256,38.9997,64,89,14,8.3,few clouds
437,Great Yarmouth,GB,52.6083,1.7305,47.44,79,100,9.8,overcast clouds
438,Isangel,VU,-19.55,169.2667,75.88,83,100,18.01,light rain
439,Gladstone,AU,-23.85,151.25,73.78,73,36,11.5,scattered clouds
440,Veshenskaya,RU,49.6303,41.7334,49.14,67,53,6.78,broken clouds
441,Kuah,MY,6.3265,99.8432,80.58,89,20,0,thunderstorm
442,Sarahan,IN,31.5167,77.8,56.84,39,92,8.25,overcast clouds
443,Zhovtneve,UA,50.6637,24.2492,43.32,81,47,4.05,scattered clouds
444,Russell,US,32.3502,-85.1999,81.68,24,0,5.75,clear sky
445,Cururupu,BR,-1.8283,-44.8683,75.09,94,96,3.18,overcast clouds
446,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,57.16,72,0,7,clear sky
447,Vanersborg,SE,58.3807,12.3234,40.95,75,24,4.61,few clouds
448,Manhattan,US,40.7834,-73.9662,56.82,18,0,23.02,clear sky
449,Antofagasta,CL,-23.65,-70.4,61.88,83,99,3,overcast clouds
450,La Paz,BO,-16.5,-68.15,57.18,37,75,10.36,broken clouds
451,Te Anau,NZ,-45.4167,167.7167,49.42,85,68,1.23,broken clouds
452,Ugoofaaru,MV,5.6667,73,84.6,69,66,3.27,broken clouds
453,Raudeberg,NO,61.9875,5.1352,41.67,88,99,3.62,overcast clouds
454,Northam,GB,51.0333,-4.2167,48.65,82,95,6.49,overcast clouds
455,Oussouye,SN,12.485,-16.5469,75.38,71,0,10.16,clear sky
456,Sipe Sipe,BO,-17.45,-66.3833,73.89,50,11,7.34,few clouds
457,Ratnapura,LK,6.6828,80.3992,75.85,93,100,2.06,overcast clouds
458,Zemlyansk,RU,51.9041,38.7334,38.84,72,100,7.09,overcast clouds
459,Dharangaon,IN,21.0167,75.2667,90.59,23,7,16.71,clear sky
460,Namatanai,PG,-3.6667,152.4333,82.47,71,100,5.77,overcast clouds
461,Gigmoto,PH,13.7796,124.39,79.5,88,74,8.12,broken clouds
462,Maniitsoq,GL,65.4167,-52.9,31.57,99,100,8.61,snow
463,Kayerkan,RU,69.3497,87.7602,7.03,98,100,2.42,overcast clouds
464,Stephenville,US,32.2207,-98.2023,85.15,46,75,17.27,broken clouds
465,Jalpan,MX,21.2333,-99.4833,87.66,38,0,6.17,clear sky
466,Uglekamensk,RU,43.2172,133.2303,45.68,41,100,3.76,overcast clouds
467,Pangai,TO,-19.8,-174.35,80.71,69,75,21.85,broken clouds
468,Zeya,RU,53.75,127.2667,34.27,35,8,6.62,clear sky
469,Svetlogorsk,BY,52.6333,29.7333,38.93,76,44,3.74,scattered clouds
470,Faya,SA,18.3851,42.4509,60.91,52,0,4.12,clear sky
471,Hohhot,CN,40.8106,111.6522,44.89,76,0,4.47,clear sky
472,Fort Nelson,CA,58.8053,-122.7002,35.19,93,100,13.8,light rain
473,Biharkeresztes,HU,47.1333,21.7167,50.07,93,20,4.61,few clouds
474,Mattru,SL,7.6244,-11.8332,76.26,90,80,3.38,light rain
475,Sawai Madhopur,IN,25.9833,76.3667,88.92,14,51,12.24,broken clouds
476,Bundaberg,AU,-24.85,152.35,74.21,88,37,8.05,scattered clouds
477,Malartic,CA,48.1335,-78.1328,47.01,34,73,10.04,broken clouds
478,Comodoro Rivadavia,AR,-45.8667,-67.5,44.46,42,0,4.61,clear sky
479,Trelaze,FR,47.45,-0.4667,56.05,75,0,5.75,clear sky
480,Hinton,CA,53.4001,-117.5857,46.89,37,100,10.29,overcast clouds
481,Bulgan,MN,48.8125,103.5347,29.91,43,36,1.63,scattered clouds
482,Buckeye,US,33.3703,-112.5838,94.28,8,0,10.36,clear sky
483,Dharchula,IN,29.85,80.5333,66.47,36,4,7.83,clear sky
484,Hofn,IS,64.2539,-15.2082,46.15,74,9,4.81,clear sky
485,Ashtian,IR,34.5217,50.0019,55.94,47,84,6.22,broken clouds
486,Luau,AO,-10.7073,22.2247,63.59,83,21,4.34,few clouds
487,Fairbanks,US,64.8378,-147.7164,53.24,41,0,6.91,clear sky
488,Qinhuangdao,CN,39.9317,119.5883,44.71,69,0,5.97,clear sky
489,Mount Gambier,AU,-37.8333,140.7667,62.51,77,100,9.22,light rain
490,Malanville,BJ,11.8685,3.3899,92.01,29,87,6.51,overcast clouds
491,Makakilo City,US,21.3469,-158.0858,82.72,52,20,16.11,few clouds
492,Ostrovnoy,RU,68.0531,39.5131,20.98,78,100,22.35,overcast clouds
493,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,78.22,81,100,9.73,overcast clouds
494,Nuuk,GL,64.1835,-51.7216,36.21,93,100,31.07,light rain and snow
495,Caceres,ES,39.522,-6.3748,56.62,66,86,6.87,overcast clouds
496,Nanzhang,CN,31.7765,111.8386,49.48,90,96,2.71,overcast clouds
497,Saryozek,KZ,44.3583,77.9753,51.28,48,0,13.27,clear sky
498,Algiers,DZ,36.7525,3.042,55.22,94,75,3.44,broken clouds
499,Luganville,VU,-15.5333,167.1667,80.55,86,99,5.17,light rain
500,Kasongo-Lunda,CD,-6.4667,16.8167,69.6,97,59,0.4,broken clouds
501,Monrovia,LR,6.3005,-10.7969,80.37,83,55,7.74,light rain
502,Sisimiut,GL,66.9395,-53.6735,25.07,95,100,3.31,light snow
503,Inyonga,TZ,-6.7167,32.0667,62.29,98,46,4.27,scattered clouds
504,Prince Rupert,CA,54.3161,-130.3201,50.09,71,0,13.8,clear sky
505,Khovu-Aksy,RU,51.1333,93.6,34.48,55,46,4.09,scattered clouds
506,Chernyshevskiy,RU,63.0128,112.4714,22.51,91,83,3.47,broken clouds
507,Gaimersheim,DE,48.807,11.368,49.78,59,20,1.43,few clouds
508,Ilulissat,GL,69.2167,-51.1,26.62,93,40,4.61,light snow
509,Suleja,NG,9.1758,7.1808,83.39,62,52,2.62,broken clouds
510,Pukhrayan,IN,26.2333,79.85,89.04,12,0,3.53,clear sky
511,Fougamou,GA,-1.2154,10.5838,74.37,97,98,1.86,overcast clouds
512,Tual,ID,-5.6667,132.75,84.69,69,96,11.54,overcast clouds
513,Kaeo,NZ,-35.1,173.7833,62.33,95,7,10.74,clear sky
514,Ararat,AM,39.8317,44.7049,61.14,78,99,5.97,overcast clouds
515,Varia,FR,44.5725,-0.1104,58.01,92,34,5.82,scattered clouds
516,Mount Isa,AU,-20.7333,139.5,78.57,65,18,6.91,few clouds
517,Suntar,RU,62.1444,117.6319,29.98,88,100,3.18,overcast clouds
518,Junagadh,IN,21.5167,70.4667,83.59,53,0,5.06,clear sky
519,Jaffna,LK,9.6685,80.0074,85.05,76,92,10.87,overcast clouds
520,Tchaourou,BJ,8.8865,2.5975,75.69,80,81,4.14,light rain
521,Grindavik,IS,63.8424,-22.4338,48.15,93,75,11.5,broken clouds
522,Batagay-Alyta,RU,67.8006,130.4114,7.5,90,57,3.6,broken clouds
523,Ketchikan,US,55.3422,-131.6461,54.07,50,0,11.5,clear sky
524,Moose Factory,CA,51.2585,-80.6094,44.6,33,0,10.36,clear sky
525,Vytegra,RU,61.0064,36.4481,23.38,91,42,4.18,scattered clouds
526,Chornobay,UA,49.6708,32.3239,48.96,63,100,6.51,overcast clouds
527,Sola,VU,-13.8833,167.55,80.74,76,100,3.85,overcast clouds
528,Quebo,GW,11.3333,-14.9333,77.09,69,70,6.22,broken clouds
529,Riberalta,BO,-10.9833,-66.1,89.8,58,75,9.22,broken clouds
530,Itarema,BR,-2.9248,-39.9167,77.52,89,81,9.48,broken clouds
531,Evensk,RU,61.95,159.2333,37.11,78,92,17.31,overcast clouds
532,Esil,KZ,51.9556,66.4042,59.31,49,100,7.47,overcast clouds
533,Dunyapur,PK,29.7995,71.7196,89.1,11,20,9.01,few clouds
534,Gimli,CA,50.6336,-96.9907,42.82,65,98,5.75,moderate rain
535,Gilbues,BR,-9.8317,-45.3439,78.31,45,100,3.38,overcast clouds
536,Marystown,CA,47.1666,-55.1483,40.95,82,100,8.88,overcast clouds
537,Vila,PT,42.0304,-8.1588,50.7,76,9,3.71,clear sky
538,Panuco,MX,22.05,-98.1667,82.58,49,41,16.6,scattered clouds
539,Japura,ID,-0.3167,102.35,74.7,97,100,0.94,overcast clouds
540,Owo,NG,7.1962,5.5868,74.25,89,92,3.44,light rain
541,Tautira,PF,-17.7333,-149.15,80.24,75,25,21.39,light rain
542,Jalu,LY,29.0331,21.5482,83.23,10,75,8.59,broken clouds
543,Marawi,PH,7.9986,124.2928,70.03,90,100,0.43,overcast clouds
544,Tynda,RU,55.1667,124.7167,27.46,60,10,5.86,clear sky
545,Beyneu,KZ,45.3167,55.2,66.54,31,19,10.25,few clouds
546,Nanakuli,US,21.3906,-158.1547,84.15,52,20,16.11,few clouds
547,Churachandpur,IN,24.3333,93.6667,63.99,82,0,2.21,clear sky
548,Santa Luzia,BR,-19.7697,-43.8514,77.34,55,0,8.05,clear sky
549,Jieshi,CN,22.8134,115.8257,76.53,91,19,4.25,few clouds
550,De-Kastri,RU,51.4667,140.7833,33.15,71,63,14.23,broken clouds
551,Bo Rai,TH,12.5728,102.5371,79.74,93,97,1.7,overcast clouds
552,Kangaatsiaq,GL,68.3065,-53.4641,25.75,83,100,1.45,overcast clouds
553,Mwandiga,TZ,-4.83,29.6581,70.57,84,69,4.34,light rain
554,Voh,NC,-20.9667,164.7,70.09,93,100,6.31,overcast clouds
555,Ruteng,ID,-8.6136,120.4721,61.23,92,40,1.36,scattered clouds
556,Richards Bay,ZA,-28.783,32.0377,64,88,0,9.98,clear sky
557,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,78.75,88,100,2.15,overcast clouds
558,Tibati,CM,6.4667,12.6333,68.36,87,100,5.1,overcast clouds
559,Sartell,US,45.6216,-94.2069,48.13,57,100,12.66,overcast clouds
560,Pasighat,IN,28.0667,95.3333,71.01,69,89,3.58,overcast clouds
561,Aksarka,RU,66.5606,67.7975,12.92,93,100,3.36,overcast clouds
562,Bani Walid,LY,31.7566,13.9942,57.81,88,0,8.39,clear sky
563,Sistranda,NO,63.7256,8.834,37.36,65,86,10.33,overcast clouds
564,Launceston,AU,-41.45,147.1667,62.24,93,75,10.36,broken clouds
565,Belmonte,BR,-15.8631,-38.8828,76.8,84,3,7.05,clear sky
566,Tepalcatepec,MX,19.1833,-102.85,105.85,13,2,4.03,clear sky
567,Taikang,CN,46.8333,124.4167,43.3,36,99,8.48,overcast clouds
568,Muros,ES,42.7762,-9.0603,57.09,80,62,10,broken clouds
569,Kloulklubed,PW,7.0419,134.2556,73.9,74,100,6.76,moderate rain
570,Ajdabiya,LY,30.7554,20.2263,75.7,24,0,21.34,clear sky
571,Menongue,AO,-14.6585,17.691,65.52,71,89,2.51,overcast clouds
572,Nsanje,MW,-16.92,35.262,64.76,98,22,3.15,few clouds
573,Katsina,NG,12.9894,7.6006,87.28,24,31,6.17,scattered clouds
574,Balkhash,KZ,46.844,74.9804,54.61,47,16,12.8,few clouds
575,Lenti,HU,46.624,16.5386,47.97,75,5,6.85,clear sky
576,Keningau,MY,5.3378,116.1602,71.49,99,81,2.3,broken clouds
577,Dengzhou,CN,37.8086,120.7508,45.99,85,6,7.25,clear sky
578,Sasovo,RU,54.3537,41.9199,34.09,67,13,6.26,few clouds
579,Martapura,ID,-3.4167,114.85,77.09,100,100,2.3,moderate rain
580,Turukhansk,RU,65.8167,87.9833,33.66,98,100,7.61,snow
581,Polyarnyye Zori,RU,67.3661,32.4981,22.78,82,98,8.66,overcast clouds
582,Natchitoches,US,31.7668,-93.1335,85.05,36,0,5.75,clear sky
583,Talcahuano,CL,-36.7167,-73.1167,56.88,62,0,8.05,clear sky
584,Changji,CN,44.0167,87.3167,50.79,53,0,6.71,clear sky
585,Akdepe,TM,42.0551,59.3788,60.89,21,0,7.49,clear sky
586,Harunabad,PK,29.6133,73.1389,89.98,10,2,10.63,clear sky
587,Havelock,US,34.8791,-76.9013,67.98,30,0,12.66,clear sky
588,Baijiantan,CN,45.6333,85.1833,56.91,29,0,6.58,clear sky
589,Diego De Almagro,CL,-26.3667,-70.05,69.08,34,0,6.13,clear sky
590,Fukagawa,JP,43.7081,142.0392,48.25,62,100,3.94,overcast clouds
591,Vila Franca Do Campo,PT,37.7167,-25.4333,64.2,96,100,27.92,heavy intensity rain
592,Kukurecani,MK,41.0956,21.3256,52.18,90,91,5.17,overcast clouds
593,Samoylovka,RU,51.184,43.7081,43.99,64,87,6.17,overcast clouds
594,Thinadhoo,MV,0.5333,72.9333,84.78,71,99,7.96,overcast clouds
595,San Rafael,AR,-34.6177,-68.3301,51.93,33,0,9.55,clear sky
596,Baykit,RU,61.67,96.37,38.62,99,100,3.87,light rain
597,Iquitos,PE,-3.7481,-73.2472,82.44,89,75,3.44,broken clouds
598,Tecoanapa,MX,16.5167,-98.75,87.49,52,0,11.03,clear sky
599,Saint-Joseph,RE,-21.3667,55.6167,73.78,80,15,4.38,few clouds
600,Manaure,CO,11.7751,-72.4445,82.69,71,98,16.15,overcast clouds
601,Alihe,CN,50.5667,123.7167,38.86,40,100,2.24,overcast clouds
602,Villarrica,PY,-25.75,-56.4333,76.33,82,83,8.25,broken clouds
603,Vao,NC,-22.6667,167.4833,73.81,75,100,21.92,overcast clouds
604,Hambantota,LK,6.1241,81.1185,80.6,82,99,8.77,overcast clouds
605,Robertsport,LR,6.7533,-11.3686,80.67,81,71,6.2,moderate rain
606,Prado,BR,-17.3411,-39.2208,76.23,84,1,5.79,clear sky
607,Portland,US,45.5234,-122.6762,56.25,75,100,9.22,overcast clouds
608,Vestmanna,FO,62.1564,-7.1664,40.12,87,100,0,overcast clouds
609,Prieska,ZA,-29.6641,22.7474,69.64,46,16,12.55,few clouds
610,Acara,BR,-1.9608,-48.1967,74.91,97,100,2.57,light rain
611,Mamallapuram,IN,12.6264,80.1722,85.05,83,30,9.57,scattered clouds
612,Reconquista,AR,-29.15,-59.65,63.75,68,47,12.01,scattered clouds
613,Kazuno,JP,40.1836,140.7872,48.69,52,100,4.27,overcast clouds
614,Fort-Shevchenko,KZ,44.5086,50.263,66.2,57,24,11.59,few clouds
615,Ryazhsk,RU,53.7038,40.1109,38.57,63,98,4,light rain
616,Coahuayana,MX,18.7333,-103.6833,88.79,44,0,6.76,clear sky
617,Pilar,BR,-9.5972,-35.9567,76.93,91,98,3.47,overcast clouds
618,Tromso,NO,69.6496,18.957,28.42,80,100,8.05,light snow
619,Kargil,IN,34.5667,76.1,40.15,77,100,3.67,overcast clouds
620,Caxito,AO,-8.5785,13.6643,74.37,99,100,2.55,moderate rain
621,Itaituba,BR,-4.2761,-55.9836,78.03,88,96,1.72,light rain
622,Xai-Xai,MZ,-25.0519,33.6442,64.13,85,0,6.64,clear sky
623,Mandurah,AU,-32.55,115.7,55.9,72,50,6.67,scattered clouds
624,Baruun-Urt,MN,46.6806,113.2792,31.41,39,33,12.35,scattered clouds
625,Omboue,GA,-1.5746,9.2618,78.12,88,100,4.7,overcast clouds
626,Baoning,CN,25.3378,110.026,62.46,100,100,8.95,overcast clouds
627,Morgan City,US,29.6994,-91.2068,84,44,0,8.05,clear sky
628,Benguela,AO,-12.5763,13.4055,75.7,87,72,2.01,light rain
629,Merauke,ID,-8.4667,140.3333,78.66,88,100,10.16,overcast clouds
630,Bilma,NE,18.6853,12.9164,86.99,10,60,5.55,broken clouds
631,Canakkale,TR,40.0833,26.8333,52.38,95,3,6.51,clear sky
632,Palora,EC,-1.7,-77.9333,77.11,99,100,2.21,light rain
633,Chihuahua,MX,28.5,-106,90.43,4,0,18.45,clear sky
634,Khilok,RU,51.3674,110.4676,24.42,70,69,3.71,broken clouds
635,Ouro Preto Do Oeste,BR,-10.7481,-62.2158,77.52,81,68,3.33,broken clouds
636,Brainerd,US,46.358,-94.2008,53.55,43,100,9.22,overcast clouds
637,Mecca,SA,21.4267,39.8261,82.85,44,0,4.16,clear sky
638,Sinnamary,GF,5.3833,-52.95,78.75,84,60,10.85,broken clouds
639,Banfora,BF,10.6333,-4.7667,80.46,62,70,4.63,broken clouds
640,Meulaboh,ID,4.1363,96.1285,77.5,88,77,2.91,broken clouds
641,Sioux City,US,42.5,-96.4003,78.39,38,20,17.27,few clouds
642,Saint-Pierre,RE,-21.3393,55.4781,74.91,74,0,5.75,clear sky
643,Nalut,LY,30.3333,10.85,68.63,29,40,20.67,scattered clouds
644,Jacareacanga,BR,-6.2222,-57.7528,76.01,93,96,2.21,overcast clouds
645,Agadir,MA,30.4202,-9.5982,63.05,64,16,4.94,few clouds
646,Vereeniging,ZA,-26.6731,27.9261,53.65,53,1,4.72,clear sky
647,Sorong,ID,-0.8833,131.25,76.87,88,100,7,overcast clouds
648,Marsh Harbour,BS,26.5412,-77.0636,75.42,65,9,0.49,clear sky
649,Yerbogachen,RU,61.2767,108.0108,29.64,89,83,5.57,broken clouds
650,Tsilna,RU,54.5953,48.1414,31.55,80,20,5.5,few clouds
651,Tokur,RU,53.1333,132.9,25.59,75,28,1.5,scattered clouds
652,Giyani,ZA,-23.3025,30.7187,62.8,60,0,3.33,clear sky
653,Ust-Nera,RU,64.5667,143.2,12.61,88,99,6.08,overcast clouds
654,The Valley,AI,18.217,-63.0578,78.94,61,20,11.5,few clouds
655,Strezhevoy,RU,60.7333,77.5889,47.5,97,100,8.43,overcast clouds
656,Tonj,SS,7.2737,28.6822,78.93,63,100,4.9,overcast clouds
657,Kysyl-Syr,RU,63.8986,122.7617,24.31,91,71,2.26,broken clouds
658,Miandrivazo,MG,-19.5167,45.4667,73.89,73,23,0.56,few clouds
659,Nome,US,64.5011,-165.4064,37.47,81,75,14.97,broken clouds
660,Zhangye,CN,38.9342,100.4517,50.52,22,100,19.84,overcast clouds
661,Cockburn Town,TC,21.4612,-71.1419,75.24,59,32,11.61,scattered clouds
662,San Ramon,US,37.7799,-121.978,68.56,53,20,21.85,few clouds
663,Nantucket,US,41.2835,-70.0995,51.91,51,75,11.5,broken clouds
664,Hobyo,SO,5.3505,48.5268,83.57,74,5,11.43,clear sky
665,Deputatskiy,RU,69.3,139.9,7.75,93,76,2.01,broken clouds
666,Arroio Grande,BR,-32.2375,-53.0869,57.31,87,58,4,broken clouds
667,Karratha,AU,-20.7377,116.8463,71.46,86,100,11.25,light rain
668,Diffa,NE,13.3154,12.6113,87.33,31,68,6.08,broken clouds
669,Zyryanovsk,KZ,49.7386,84.2719,44.15,69,5,2.35,clear sky
670,Sao Filipe,CV,14.8961,-24.4956,71.74,71,3,7.47,clear sky
671,Iralaya,HN,15,-83.2333,79.93,79,6,10.42,clear sky
672,Lagunas,PE,-5.2269,-75.6753,77.31,90,96,3.4,overcast clouds
673,Kresttsy,RU,58.2452,32.5165,29.98,72,83,4.05,broken clouds
674,Baudh,IN,20.8416,84.3213,84.25,26,1,0.78,clear sky
675,Ilhabela,BR,-23.7781,-45.3581,78.28,77,26,2.46,scattered clouds
676,Cayenne,GF,4.9333,-52.3333,81.09,1,75,5.75,broken clouds
677,Hoquiam,US,46.9809,-123.8893,56.95,64,0,16.11,clear sky
678,Rocha,UY,-34.4833,-54.3333,52.25,58,0,10.45,clear sky
679,Beyla,GN,8.6833,-8.6333,69.15,97,100,3.02,moderate rain
680,Socorro,US,31.6546,-106.3033,88.81,9,0,17.27,clear sky
681,Kushima,JP,31.4583,131.2333,72.23,97,100,7.94,moderate rain
682,Pakxan,LA,18.3778,103.6601,77.13,86,100,2.33,moderate rain
683,Teruel,ES,40.6667,-0.6667,45.07,60,91,4.61,overcast clouds
684,Okolona,US,38.1412,-85.6877,72.55,40,100,12.66,overcast clouds
685,Rongcheng,CN,30.634,117.8517,49.86,94,100,4.92,overcast clouds
686,Novyye Burasy,RU,52.1324,46.0714,41.47,76,36,5.41,scattered clouds
687,Inirida,CO,3.8653,-67.9239,79.43,90,86,2.04,light rain
688,Minas De Barroteran,MX,27.6333,-101.2833,88.9,39,0,17.58,clear sky
689,Pangnirtung,CA,66.1451,-65.7125,17.6,79,100,23.02,light snow
690,Palembang,ID,-2.9167,104.7458,77.09,88,40,0,moderate rain
691,Port Augusta,AU,-32.5,137.7667,67.39,67,100,5.7,overcast clouds
692,Ternate,ID,0.8,127.4,80.46,78,95,2.17,overcast clouds
693,Inzhavino,RU,52.3185,42.4937,40.32,65,28,5.75,scattered clouds
694,Mareeba,AU,-17,145.4333,75.43,86,100,2.44,overcast clouds
695,Nangomba,TZ,-10.9,38.5,67.17,94,97,2.01,overcast clouds
696,Emerald,AU,-23.5333,148.1667,69.94,83,0,10.36,clear sky
697,Tabas,IR,33.5959,56.9244,80.82,21,79,2.3,broken clouds
698,Yumen,CN,40.2833,97.2,46.69,30,100,6.73,overcast clouds
